Temperature_C,Moisture_%,pH,Hive_Weight_kg
32.15,44.5,5.91,27.6
34.48,41.97,4.62,31.34
35.95,50.3,4.66,31.05
35.0,45.43,3.79,29.77
34.38,50.4,6.24,27.84
36.0,55.4,3.77,31.96
28.59,77.72,5.44,25.37
35.36,64.42,4.74,23.95
32.69,73.4,4.72,36.21
30.34,68.41,5.54,33.64
35.02,44.5,3.7,30.33
36.75,69.44,5.28,38.33
33.73,51.0,5.82,28.66
35.91,65.56,5.98,36.61
37.22,53.64,4.01,30.88
36.63,79.91,6.19,24.88
37.28,50.54,5.47,39.24
35.48,51.17,6.15,34.95
34.15,77.23,4.96,29.39
30.8,40.99,5.13,33.64
33.51,67.87,6.26,27.98
32.31,69.01,6.2,34.15
38.34,73.46,4.84,18.04
33.65,78.98,4.32,24.9
34.25,79.02,4.68,34.9
35.1,42.61,4.66,28.75
34.09,72.87,4.36,31.04
37.39,65.85,4.31,23.27
32.75,65.89,6.08,39.24
34.39,45.13,3.71,35.95
32.52,66.01,5.53,29.0
31.36,79.3,4.02,27.98
32.78,76.47,4.53,35.15
33.93,57.57,3.68,39.91
33.14,41.6,4.31,34.77
32.62,54.49,5.81,40.86
31.19,73.06,6.16,25.39
33.83,68.06,4.16,25.9
30.99,58.37,4.89,24.06
35.52,42.2,4.91,32.21
34.16,57.08,6.12,30.88
31.08,58.76,5.79,29.24
33.38,77.14,5.04,34.05
32.5,65.64,5.51,36.16
34.64,52.47,6.04,22.37
36.68,61.01,3.53,27.02
30.25,42.64,4.71,34.1
34.23,78.9,6.22,27.66
33.68,54.4,5.72,26.01
35.34,59.11,5.13,35.09
34.43,54.21,5.09,23.55
32.5,67.3,4.54,28.49
33.36,66.49,5.06,31.64
32.41,68.61,5.47,27.13
36.15,50.73,4.76,33.92
34.04,52.63,5.64,27.16
37.8,45.01,6.08,37.04
33.88,66.22,3.96,29.37
32.58,41.59,4.85,33.36
30.97,63.91,4.72,33.73
30.39,74.79,5.56,26.86
30.83,75.63,4.25,19.73
34.53,57.96,5.42,31.8
35.02,58.37,6.13,30.36
30.84,43.08,4.75,32.78
35.79,66.83,6.23,28.87
33.03,72.85,6.48,27.85
34.29,49.79,3.82,40.04
37.22,56.85,4.2,22.64
35.79,73.55,6.35,33.67
33.46,75.08,6.37,27.13
32.22,49.73,3.79,28.32
29.7,62.02,3.54,28.41
32.56,47.7,3.98,25.98
33.58,44.08,6.49,32.86
32.03,76.44,4.04,36.95
33.74,72.82,5.01,32.35
34.15,70.4,6.05,30.52
33.55,41.95,3.56,25.07
32.7,73.75,5.31,32.58
34.34,57.52,4.33,40.78
34.88,53.7,6.09,28.1
31.82,61.86,4.35,28.12
36.82,43.65,5.56,27.19
33.8,70.27,5.52,27.55
34.04,63.3,4.16,16.27
35.42,47.46,3.6,32.03
34.47,47.53,4.73,25.77
35.91,47.37,4.37,21.95
34.57,42.28,5.93,33.77
32.78,63.51,5.9,24.59
34.72,73.61,4.87,28.31
31.71,40.7,5.32,37.33
34.22,41.96,5.31,22.95
33.93,62.91,5.98,22.34
33.58,72.78,4.78,31.35
33.74,53.07,4.33,35.75
30.24,53.98,4.3,22.13
32.9,63.85,5.11,32.04
34.19,50.97,4.85,32.9
34.32,41.06,4.82,19.7
31.94,69.41,3.77,33.99
36.53,65.03,5.66,34.38
32.27,63.23,4.14,28.44
35.94,69.67,4.09,36.26
34.85,67.01,4.74,35.68
32.71,48.24,4.18,30.52
37.55,54.1,5.25,27.74
31.61,45.04,4.61,25.14
35.84,45.19,4.85,29.81
36.0,67.05,5.11,32.85
32.66,74.34,4.11,28.38
36.78,78.51,3.97,19.01
33.5,65.13,6.14,36.34
34.58,47.36,4.8,30.95
34.52,44.23,4.74,28.1
33.73,72.51,3.61,34.29
35.62,63.15,4.99,37.62
35.59,64.73,5.16,15.99
30.5,71.26,5.18,32.17
36.61,68.13,5.62,22.87
30.68,73.38,4.03,32.5
36.07,42.25,4.26,30.64
36.25,69.9,5.93,33.18
31.82,74.03,6.34,27.5
33.18,51.45,3.91,20.63
31.79,65.62,4.99,27.75
33.57,52.57,4.14,32.03
33.38,78.32,3.68,35.08
35.56,41.34,4.48,24.14
36.62,63.19,3.93,35.14
36.79,46.66,5.63,26.76
32.88,68.49,5.1,31.81
33.58,47.04,3.93,27.45
30.63,49.42,3.53,30.91
32.39,59.77,5.92,34.46
35.93,76.59,4.03,23.86
37.23,48.47,5.32,26.6
31.53,45.77,4.51,30.92
32.82,70.36,5.26,42.01
33.95,60.02,4.45,25.68
34.56,76.47,3.76,40.2
32.38,45.86,4.17,40.02
34.85,65.84,4.06,29.51
33.05,49.32,4.78,28.51
33.97,46.27,5.47,26.54
35.09,67.34,4.29,29.66
34.01,63.75,3.54,22.97
33.13,70.19,5.06,29.62
33.78,52.38,5.32,37.48
33.82,57.92,6.39,26.94
33.26,56.22,5.27,28.8
33.48,79.36,4.91,21.49
37.2,51.69,5.22,31.87
35.12,51.79,6.28,31.32
33.41,54.18,5.99,30.32
35.39,62.58,4.47,28.92
33.33,50.09,4.21,28.54
36.35,76.61,4.29,32.51
34.74,50.63,5.01,29.86
33.79,75.83,5.73,31.57
34.9,44.14,5.01,31.07
30.86,66.26,3.7,35.62
31.75,76.28,5.67,33.38
31.61,46.75,5.92,30.96
34.29,78.73,4.37,37.59
37.47,58.12,5.49,32.1
38.46,77.83,4.78,36.52
35.28,67.07,6.17,33.03
35.0,52.06,6.04,20.79
30.4,47.53,5.08,36.52
32.91,52.15,5.57,30.68
32.42,43.72,6.15,29.74
32.76,45.75,4.99,31.41
33.66,44.19,4.44,28.28
33.06,56.92,5.76,31.14
30.04,71.82,4.16,27.04
35.5,45.66,4.67,36.37
31.85,45.21,6.1,29.43
34.48,65.74,5.67,28.09
38.15,47.89,4.71,25.38
32.16,43.9,4.14,31.34
28.94,46.67,4.57,30.94
33.43,76.95,4.35,31.94
36.2,72.86,4.03,24.86
37.92,54.16,5.73,21.99
31.54,66.23,4.26,33.13
34.99,61.49,4.86,37.42
33.07,67.08,4.66,24.87
33.79,67.31,6.45,37.95
39.29,65.15,4.67,31.42
30.99,50.64,3.74,29.96
34.51,41.56,3.77,28.01
34.94,58.22,5.27,23.08
36.17,75.64,5.3,34.94
34.2,62.78,4.76,26.12
34.62,73.3,4.8,26.1
33.22,79.66,3.66,34.96
34.54,46.54,5.05,20.59
33.31,67.67,5.01,22.38
35.24,66.97,3.95,29.91
33.26,79.2,3.81,31.47
34.75,79.42,3.87,32.42
33.94,67.47,3.8,28.49
36.25,49.74,5.33,42.65
33.9,71.94,4.09,28.86
30.45,44.28,4.25,28.85
36.52,71.23,4.02,26.02
32.19,76.41,6.37,30.62
32.69,55.31,6.06,33.07
32.81,65.23,4.19,36.02
36.75,57.21,4.48,22.55
29.73,57.51,4.13,28.77
40.28,52.41,4.98,32.23
36.11,70.49,3.56,32.94
34.45,77.45,5.51,30.03
33.89,77.63,5.07,32.71
34.57,46.99,6.2,25.96
35.04,74.99,3.99,37.79
35.29,69.5,5.91,34.96
35.11,50.11,5.88,23.28
34.18,42.69,3.88,24.62
33.61,50.72,4.7,24.77
33.7,76.49,4.01,33.39
33.61,65.33,4.26,23.58
36.27,68.84,4.29,28.34
35.19,50.29,5.17,32.27
28.12,68.78,4.73,29.67
35.31,41.12,6.34,31.29
34.39,55.01,3.88,24.67
33.96,65.07,6.42,32.97
33.22,45.84,4.19,26.93
36.25,72.92,5.82,28.38
35.9,49.4,4.52,31.19
32.45,66.09,3.93,30.52
34.81,56.21,6.07,30.12
32.06,63.84,4.43,26.25
31.24,44.3,5.48,28.5
32.75,40.68,5.2,30.01
35.72,76.38,4.92,23.12
35.91,50.79,4.99,27.69
35.03,72.79,5.7,31.94
35.45,79.97,3.76,23.61
35.03,48.46,5.5,35.78
32.72,50.61,6.19,36.35
34.86,66.51,3.67,23.77
35.6,78.62,3.92,36.79
35.51,76.63,5.65,29.28
36.38,60.12,4.81,32.09
35.42,71.8,4.71,27.52
34.7,45.43,3.91,34.62
36.14,79.1,5.02,32.03
33.95,78.57,3.88,25.93
32.24,46.55,4.93,24.17
33.67,51.98,5.79,22.7
32.51,44.01,4.27,30.94
32.65,50.87,4.94,32.86
33.71,72.64,6.48,33.25
32.42,55.13,5.56,29.41
33.38,43.54,6.02,24.22
30.21,53.69,4.74,26.59
34.43,79.26,5.8,35.76
34.0,65.19,3.62,27.58
32.37,56.65,3.87,30.72
35.32,46.66,4.11,24.62
35.88,79.45,4.71,31.68
30.78,72.83,6.04,27.71
32.47,51.26,4.54,35.23
32.46,42.8,5.46,33.87
32.12,42.27,5.63,27.52
35.66,44.82,5.26,29.37
33.61,63.23,4.57,27.24
33.47,77.15,5.23,22.9
29.99,59.87,4.53,25.71
35.27,73.72,3.75,30.99
31.52,57.84,6.48,31.63
34.12,68.34,3.88,30.74
34.55,69.27,3.72,28.49
36.72,46.96,6.14,34.67
31.38,54.45,4.41,30.32
27.96,65.49,5.45,33.52
34.37,42.83,4.49,21.13
37.6,54.46,4.67,10.39
36.48,61.39,4.29,31.42
34.42,79.85,4.53,22.88
33.02,58.98,4.73,28.94
35.61,72.64,5.66,28.49
32.05,57.28,5.03,37.94
34.95,71.86,6.33,32.0
35.01,63.82,3.63,30.83
36.12,75.46,5.01,34.18
39.52,56.44,5.25,31.84
34.78,64.17,6.26,27.71
32.98,65.2,3.65,35.36
33.95,56.7,5.22,24.45
30.46,45.77,6.06,31.62
32.61,43.74,4.23,22.26
33.18,40.67,6.13,31.02
32.95,74.94,3.56,30.96
34.3,49.46,5.7,38.38
32.36,48.46,6.3,22.18
36.24,69.44,5.47,27.0
34.0,52.8,4.82,34.11
33.98,60.24,3.63,31.68
33.34,46.5,6.26,30.9
34.31,78.39,4.91,25.22
35.65,74.06,3.59,27.05
32.27,74.55,5.57,36.23
32.68,56.27,4.95,29.74
33.39,70.49,3.87,31.88
31.31,45.76,4.14,29.42
32.36,40.34,3.69,24.08
33.05,40.8,5.22,34.67
35.75,63.46,5.37,32.52
34.53,58.22,5.02,41.53
34.39,60.72,5.95,24.92
35.7,40.3,6.08,34.11
33.73,56.91,5.35,23.44
34.78,68.72,3.54,30.79
33.79,57.71,5.59,34.88
34.53,69.29,4.75,19.64
32.83,49.32,5.2,28.98
29.12,72.53,5.45,27.18
33.73,63.54,4.55,26.49
36.85,48.43,6.25,31.93
35.85,49.47,3.9,35.6
35.93,65.12,5.51,29.33
36.47,73.2,3.51,31.03
34.18,56.63,6.27,30.57
34.39,50.33,3.84,30.01
32.76,74.68,3.78,24.55
33.37,66.77,4.5,35.54
35.23,57.92,4.62,31.48
36.41,59.52,4.14,31.97
33.72,48.17,5.26,25.97
33.1,65.07,4.83,27.7
34.0,54.35,3.6,29.12
35.2,79.83,4.46,22.33
31.11,59.21,5.93,21.56
29.41,59.44,5.57,27.0
32.9,62.63,5.67,32.61
31.56,76.67,5.59,26.73
32.98,72.03,4.43,24.91
33.7,58.05,3.8,25.93
33.09,68.75,4.32,27.72
36.9,63.45,6.0,28.23
34.65,59.69,6.44,40.83
34.6,47.69,4.98,35.27
35.24,58.56,3.53,35.12
31.72,49.83,3.92,35.84
36.08,76.59,4.47,25.01
33.85,53.42,5.24,23.89
35.34,78.09,3.73,24.47
31.86,61.32,6.33,36.67
30.89,65.26,4.6,27.26
35.64,61.72,6.24,23.74
34.75,45.18,5.84,27.85
32.2,55.03,5.77,28.81
32.26,43.97,5.32,31.34
36.25,64.92,5.38,31.25
31.62,57.87,5.41,25.86
37.29,71.12,5.39,33.43
32.2,48.82,5.16,26.8
35.28,46.58,6.46,29.22
33.34,56.25,5.7,33.43
35.21,77.06,5.83,26.79
32.91,68.42,6.12,27.15
33.67,56.76,4.15,32.96
34.08,60.69,3.75,25.71
32.0,43.37,4.95,28.08
35.48,79.38,5.04,32.78
32.97,66.66,5.99,40.27
33.54,51.42,4.83,33.03
32.01,63.43,5.21,32.36
28.88,44.38,5.08,32.65
33.62,78.63,3.61,24.63
38.83,46.99,5.35,30.58
35.57,65.92,5.98,29.85
33.96,49.82,3.97,31.61
33.47,68.7,5.28,30.58
34.04,71.07,5.28,31.9
35.09,66.94,3.99,28.44
31.64,64.58,3.87,30.29
36.23,75.7,6.44,23.86
35.43,43.15,4.68,28.4
35.44,53.24,4.18,36.95
34.88,49.93,4.01,31.59
34.04,79.52,5.5,29.9
35.35,55.58,5.33,39.48
35.18,69.3,5.43,23.2
33.29,67.39,3.76,24.45
32.85,48.48,6.18,38.56
34.2,49.56,4.67,30.23
37.1,51.25,4.44,28.79
31.52,56.45,4.89,24.0
31.06,49.37,4.67,32.24
34.33,40.79,6.09,32.72
34.1,75.18,6.29,24.53
34.35,78.62,4.41,29.3
34.49,53.66,6.09,28.32
33.55,53.54,5.84,31.28
36.98,40.28,6.29,24.4
30.8,67.21,4.24,36.26
32.34,73.02,5.23,34.58
33.79,45.86,4.32,28.18
30.71,46.39,5.97,28.92
33.65,71.6,3.52,29.32
37.32,64.65,5.19,26.11
34.04,41.79,4.52,27.78
34.46,64.9,4.47,28.65
31.48,52.36,5.43,38.06
32.77,54.75,6.05,34.73
33.25,70.79,5.33,34.67
33.36,72.44,6.06,31.85
36.56,56.01,4.29,24.41
35.12,77.89,5.06,29.79
31.78,56.26,4.85,34.85
34.49,70.87,3.53,23.71
35.0,59.36,5.17,33.18
36.28,75.9,5.48,41.61
37.16,76.31,5.28,35.31
31.97,43.5,5.71,37.07
32.38,77.46,5.21,31.09
31.48,73.02,3.7,34.84
33.53,71.65,3.85,26.41
34.93,48.04,5.29,33.98
35.97,72.2,4.32,33.27
33.85,74.01,3.74,31.45
33.36,51.57,4.79,36.58
34.3,78.09,5.16,27.31
32.33,41.99,4.49,29.06
38.18,46.0,5.66,30.48
30.78,61.5,5.43,24.85
34.37,63.03,4.5,31.13
38.05,65.81,5.76,21.41
34.01,40.68,5.45,35.23
33.62,78.41,5.41,30.23
33.29,41.78,5.16,27.4
33.64,45.72,3.53,25.83
36.75,40.56,5.59,28.83
29.58,62.67,4.63,33.44
37.07,77.29,6.33,32.74
31.15,66.64,5.95,26.47
33.47,72.91,5.26,25.77
33.14,40.53,4.26,33.28
35.18,61.68,4.11,26.39
30.8,58.38,4.52,30.3
34.92,59.96,4.93,30.62
38.05,42.89,4.39,31.56
31.27,67.38,5.04,34.29
34.38,60.13,4.0,23.69
32.68,70.61,6.43,20.44
34.85,59.41,3.82,27.16
34.04,45.98,6.3,39.01
32.72,65.93,6.24,40.11
34.98,46.9,5.08,39.16
37.61,74.9,5.67,29.04
33.62,64.52,4.81,21.09
35.44,46.29,5.39,18.28
31.41,78.49,4.52,26.93
32.09,60.73,4.4,29.01
34.94,42.92,5.23,36.5
36.97,65.07,4.99,34.34
34.71,50.13,5.24,31.14
33.37,72.15,4.36,25.55
34.0,72.71,4.6,25.2
31.5,79.16,3.75,31.27
35.21,60.07,3.66,33.49
35.76,58.2,4.26,31.96
33.1,70.14,3.72,24.83
33.06,45.3,3.81,33.25
34.53,61.88,5.94,32.13
33.13,61.85,3.62,24.65
33.87,43.58,5.48,26.08
38.2,56.72,4.32,33.44
33.51,74.13,6.11,28.83
33.28,74.25,4.95,37.95
32.7,43.97,4.42,32.51
35.49,43.63,5.05,27.57
33.64,50.51,4.65,29.95
32.7,74.99,5.19,30.32
36.64,45.16,3.84,26.36
36.84,68.8,6.49,25.44
32.8,44.05,4.78,33.51
30.27,64.93,4.54,34.23
36.02,54.24,5.63,33.02
32.63,71.56,4.59,37.58
35.58,49.35,6.0,27.29
30.06,65.57,4.86,38.37
35.79,49.43,5.66,25.5
31.58,68.55,3.82,24.94
35.46,74.95,6.04,21.2
34.03,45.07,5.71,27.77
32.09,74.66,4.14,27.48
33.19,63.74,3.94,32.63
35.37,45.08,4.45,31.22
34.21,57.1,6.43,24.04
35.17,46.43,4.27,28.04
37.95,68.01,4.87,28.14
30.87,70.35,3.59,21.12
37.23,44.23,4.69,25.1
34.21,60.25,5.21,26.15
32.2,72.59,6.36,37.17
31.34,77.45,5.05,30.96
33.62,60.54,5.96,33.31
35.84,78.01,5.14,22.51
33.74,61.43,3.62,35.97
37.02,55.77,4.45,36.51
31.1,73.93,5.23,20.01
33.98,59.72,6.35,26.47
31.5,58.88,6.08,32.48
34.73,59.61,4.19,33.22
35.77,73.87,4.16,26.61
33.16,73.28,4.1,28.47
28.79,56.14,6.27,27.01
34.4,53.33,6.06,30.55
34.87,59.68,5.82,35.99
34.81,62.91,4.68,26.14
36.47,49.53,5.01,35.0
31.86,71.76,4.89,26.09
35.36,59.46,4.26,25.76
36.39,53.36,5.02,34.09
30.44,44.27,3.59,34.61
34.64,49.55,3.9,34.26
32.99,77.97,6.16,23.42
33.84,52.2,5.76,27.67
34.7,46.75,4.77,34.11
33.03,58.43,5.05,30.21
32.65,52.28,4.61,24.63
34.07,41.41,5.72,32.29
31.83,52.93,5.85,26.43
31.83,61.76,5.79,38.97
35.36,62.07,5.67,37.72
31.7,54.26,4.11,33.02
35.33,57.89,4.51,36.81
34.93,78.62,4.91,30.32
30.55,55.09,4.49,33.83
32.64,50.33,5.76,37.39
36.39,49.74,4.49,31.23
32.04,58.31,3.91,28.72
33.07,70.38,4.7,21.48
34.92,48.24,6.44,29.58
35.57,68.37,4.18,34.12
33.5,40.85,5.34,34.73
32.8,56.76,4.8,32.52
36.84,71.03,3.71,27.29
37.48,53.55,4.96,20.12
35.96,62.55,5.61,27.52
34.17,48.2,5.04,28.48
32.38,69.68,6.12,28.44
32.34,42.09,4.37,33.09
35.05,74.1,3.76,39.93
34.84,47.93,6.31,30.62
36.8,74.98,4.63,28.92
35.3,54.1,5.23,28.7
30.99,68.91,5.88,30.62
36.1,52.77,4.47,25.86
32.0,76.24,5.65,30.6
33.23,45.07,3.91,32.25
34.5,47.14,4.37,31.05
37.99,59.72,3.93,32.29
40.22,43.28,5.93,32.17
35.21,47.84,4.17,21.14
33.63,77.75,5.65,33.18
35.07,79.06,6.33,26.64
35.78,55.05,5.08,24.52
33.36,76.93,5.12,24.48
37.59,61.79,4.88,32.17
34.46,50.79,4.48,28.89
35.0,68.1,4.93,21.59
35.33,66.36,5.31,32.39
34.84,79.57,6.46,22.8
35.68,50.6,6.31,30.7
32.77,66.88,6.09,31.19
32.88,42.08,6.17,34.43
31.8,44.55,4.9,38.91
34.88,40.16,5.47,23.18
35.56,79.98,6.19,29.74
34.92,72.09,4.68,28.62
37.35,71.47,6.39,32.17
33.99,60.39,4.75,31.08
35.34,52.0,5.3,28.24
31.82,46.05,5.63,27.8
33.23,51.39,6.35,24.42
35.39,55.04,4.23,34.94
35.7,70.25,5.74,32.3
33.41,61.59,5.06,34.59
33.86,43.1,4.31,28.45
30.96,40.72,5.83,26.72
33.29,44.09,5.16,24.61
35.78,56.42,5.48,31.79
35.15,77.33,4.47,24.8
35.0,65.5,4.94,39.24
34.1,72.07,5.35,23.46
34.01,58.65,4.71,31.37
32.68,54.47,4.1,37.83
35.4,44.34,6.38,33.0
34.84,75.04,5.03,30.88
34.98,71.33,5.7,25.16
32.95,46.72,4.73,23.09
29.69,60.49,4.57,33.85
36.19,59.49,4.72,37.53
33.04,65.0,4.73,27.81
32.27,77.85,5.13,24.3
35.39,63.19,5.13,17.71
33.22,61.61,4.99,25.1
36.12,42.01,3.9,29.43
35.23,42.52,4.99,38.0
35.37,47.49,4.01,33.37
31.27,41.3,3.88,31.53
36.42,69.73,6.3,28.0
34.52,68.93,5.31,27.08
33.26,45.44,5.48,37.03
34.29,73.44,4.71,31.0
30.45,46.19,6.23,19.49
34.82,52.05,5.41,26.63
31.94,49.96,5.81,25.71
31.29,54.89,4.61,27.27
30.96,50.19,6.38,32.81
36.23,59.56,5.96,29.46
32.74,56.3,6.06,29.62
37.07,79.46,4.02,36.57
32.93,42.24,4.31,26.52
30.59,45.69,4.36,39.32
31.77,42.11,4.31,26.64
36.47,65.03,6.07,30.45
33.69,42.18,3.6,28.59
32.9,73.46,3.73,30.62
34.32,60.48,4.32,32.22
35.0,61.08,4.1,32.17
36.23,62.46,4.2,26.23
36.9,46.83,5.89,24.39
33.28,47.91,5.19,42.52
31.35,52.75,3.52,27.58
33.17,63.74,4.79,33.5
34.52,48.4,4.72,21.96
32.07,44.65,3.84,28.6
32.09,78.8,5.53,29.36
34.69,40.88,5.61,32.36
33.9,72.11,5.66,16.39
34.07,71.52,5.69,30.83
32.48,51.89,3.5,24.25
33.54,45.43,6.36,31.62
32.15,45.83,5.94,24.82
35.78,67.9,6.21,25.72
36.07,65.71,3.55,28.63
30.31,71.31,6.3,24.74
32.14,77.5,5.93,27.62
31.01,67.68,6.01,24.03
32.7,46.23,3.78,20.83
33.83,49.74,5.72,35.09
31.1,73.69,6.38,23.52
32.16,48.37,5.54,29.11
31.99,42.9,5.21,33.76
34.41,68.13,6.34,26.93
34.14,56.1,4.83,25.87
32.56,76.8,5.3,31.13
34.35,66.01,4.93,35.59
32.91,43.62,6.3,24.15
33.46,77.91,3.73,29.25
37.35,50.34,5.0,21.34
36.68,53.49,5.56,28.03
31.4,56.09,5.88,30.17
35.66,42.05,5.25,25.73
35.62,59.86,6.23,27.72
31.7,44.93,6.33,22.96
35.64,56.04,3.69,30.39
37.08,54.03,4.71,35.28
31.75,70.91,3.57,24.51
32.16,72.13,4.49,26.89
36.04,46.14,5.11,32.51
34.54,54.66,6.23,36.06
35.1,54.93,6.04,22.53
34.68,46.06,3.88,29.16
34.78,71.94,3.78,31.42
31.35,68.29,5.27,29.49
36.09,47.62,5.1,17.62
36.34,54.67,4.3,32.51
33.54,44.23,6.2,37.6
33.91,65.13,6.28,30.58
30.94,44.85,4.71,24.84
35.03,79.44,6.17,27.43
35.14,71.23,4.65,38.85
33.88,55.61,5.71,34.55
36.25,63.14,4.93,33.2
33.33,76.45,3.87,31.78
35.13,62.16,6.28,26.69
31.96,46.98,4.86,29.0
33.95,55.15,5.7,29.61
33.65,73.73,4.6,32.75
34.45,65.77,3.56,37.54
33.26,66.03,3.8,35.59
33.74,74.67,4.99,22.9
35.65,75.76,5.57,31.12
33.13,76.79,4.5,33.68
30.79,43.79,5.59,33.09
37.5,61.77,5.6,26.85
36.76,69.62,5.61,44.57
31.42,70.28,4.98,23.61
35.38,64.27,6.24,24.58
32.99,46.67,4.97,31.17
34.53,71.9,4.85,40.58
34.59,68.8,4.1,25.82
33.53,43.45,4.42,28.67
32.43,58.55,3.63,35.39
32.62,46.96,5.4,29.91
32.17,53.5,4.25,28.33
32.34,40.72,4.41,32.83
33.87,56.01,5.81,31.36
32.57,62.0,4.48,35.15
35.36,64.78,4.23,36.46
36.97,66.54,4.01,31.54
32.84,73.45,5.82,31.46
34.48,48.62,3.89,31.07
35.0,44.82,4.86,32.45
34.94,74.06,5.02,30.28
34.15,46.26,5.56,30.0
35.49,78.99,5.4,35.98
34.96,73.7,5.93,37.58
31.52,60.04,3.63,22.46
35.74,79.26,4.39,30.05
35.77,43.9,4.34,26.56
32.47,52.12,3.94,28.45
34.08,65.53,4.37,32.01
35.37,54.0,4.43,33.35
33.58,77.13,5.07,29.44
36.15,42.63,5.49,20.43
38.73,61.98,4.64,25.17
32.43,63.63,5.66,34.48
31.24,66.11,4.51,16.3
34.61,50.23,4.37,35.94
35.44,54.58,5.12,32.61
33.54,73.75,3.57,36.58
36.91,47.8,3.74,29.01
31.32,73.07,4.75,19.69
35.39,62.51,6.33,32.15
32.79,70.49,5.66,36.37
37.44,68.54,3.76,34.62
37.99,48.3,6.04,26.69
32.47,62.75,5.7,30.43
32.9,74.71,5.33,27.34
35.72,57.28,5.96,25.9
33.23,78.66,4.71,34.78
33.91,58.09,4.16,24.01
34.05,45.71,5.04,25.53
30.16,55.58,5.15,24.48
33.97,78.07,5.11,22.55
32.62,52.79,5.2,30.73
33.01,74.72,6.35,35.81
36.89,75.25,6.21,29.08
31.49,54.01,6.13,22.47
35.63,43.33,5.9,34.2
33.44,68.98,6.33,38.43
33.44,52.46,3.8,26.77
35.58,71.32,4.3,27.61
34.68,57.71,4.99,32.58
35.14,59.41,6.04,38.11
35.94,71.12,5.02,27.4
33.34,55.29,5.74,23.34
32.78,57.73,3.92,33.16
31.83,55.05,4.26,34.0
32.35,54.69,5.7,30.03
39.9,61.04,3.99,27.21
36.49,72.35,4.55,34.97
31.3,54.47,4.29,32.64
31.36,60.97,4.55,26.16
34.96,66.83,5.62,30.25
35.09,50.78,4.6,23.24
35.1,51.1,5.17,33.43
33.49,77.34,3.8,28.69
33.75,68.94,5.92,27.82
34.66,63.09,4.61,29.84
34.17,65.91,5.45,30.2
29.56,41.17,5.68,34.47
33.54,64.72,4.13,32.96
32.3,60.38,6.15,29.22
34.35,61.83,5.35,33.82
39.97,54.38,4.79,32.0
34.73,43.26,4.05,27.87
33.37,47.73,6.33,29.38
35.84,78.03,5.77,29.26
34.97,56.35,4.12,32.53
34.84,58.67,4.51,28.16
35.21,42.11,5.93,28.05
38.11,41.5,5.59,39.84
31.74,68.69,5.8,34.7
34.95,61.52,4.82,26.2
32.15,60.35,5.65,32.85
35.11,49.72,4.66,30.59
32.16,69.79,4.13,31.96
33.17,46.73,5.4,30.69
33.41,47.6,6.43,35.95
35.95,58.43,4.43,31.73
35.84,51.45,4.88,29.69
31.51,49.9,5.52,35.21
34.11,65.81,5.12,31.17
32.58,66.04,6.03,30.61
31.48,72.98,5.79,31.57
33.57,56.71,3.67,29.53
33.38,42.92,6.5,30.05
38.85,50.95,5.76,27.07
34.87,79.2,6.09,26.24
31.24,63.85,5.45,25.01
32.87,68.39,6.07,23.04
36.04,40.29,3.84,25.6
38.18,60.73,4.54,29.13
30.83,41.5,6.13,30.52
30.24,62.77,4.1,28.64
37.74,76.83,3.73,18.22
34.78,78.74,5.86,37.87
32.26,61.62,6.01,35.43
35.07,58.33,3.99,32.23
28.73,77.8,6.06,39.54
34.01,66.94,5.56,25.11
34.66,42.6,5.06,39.44
35.85,58.63,5.99,25.17
31.97,49.61,4.76,31.19
34.17,58.79,4.08,23.63
32.15,58.22,4.35,30.07
34.51,63.29,5.02,31.93
32.21,54.27,5.09,29.23
33.18,46.57,5.92,33.57
32.01,60.15,5.87,30.5
35.3,73.21,5.24,27.39
35.72,66.56,5.84,27.17
33.53,53.53,4.08,34.05
34.08,77.42,3.65,26.73
31.1,76.49,6.12,34.58
33.4,48.37,3.73,36.11
33.9,41.58,4.24,21.66
39.24,69.65,5.59,35.66
31.78,73.1,4.73,40.3
36.93,78.71,6.13,31.26
35.99,75.59,4.39,33.0
34.56,64.02,3.54,35.19
37.52,61.2,4.4,28.62
34.74,41.11,5.23,30.91
34.78,49.87,4.63,23.43
33.89,58.38,5.1,30.69
36.45,65.14,6.13,32.49
36.19,62.29,6.24,32.58
32.75,69.71,4.3,35.33
31.36,51.19,4.89,26.13
33.59,62.6,5.15,27.34
32.4,43.53,6.35,39.48
33.87,56.55,6.5,29.25
36.47,70.01,4.21,31.0
33.09,67.74,5.68,29.66
33.91,79.63,4.63,25.89
34.12,51.12,3.52,38.12
35.7,59.93,3.53,27.36
29.51,53.18,4.88,24.36
32.79,57.62,4.97,27.75
34.42,74.28,3.57,19.99
36.4,67.37,5.56,26.74
33.02,75.3,4.38,25.16
30.25,48.14,5.18,33.09
35.24,74.93,4.4,26.63
32.73,42.39,4.0,34.44
31.62,75.54,4.72,36.99
32.75,53.16,4.2,33.91
33.63,52.58,5.1,28.92
32.79,60.48,4.1,30.71
29.59,77.63,5.03,22.38
35.79,41.91,3.97,29.33
36.55,54.09,5.51,25.7
35.3,74.26,5.76,33.47
31.72,55.84,3.83,42.86
33.6,47.97,4.9,32.5
33.99,56.99,3.71,20.04
35.2,55.42,5.29,28.19
35.34,76.62,4.29,30.61
32.53,70.48,5.08,30.44
